date,state,district,pincode,age_5_17_demo,age_17_plus_demo,age_0_5,age_5_17_enroll,age_17_plus_enroll,age_5_17,age_17_plus,enroll_rate_5_17,enroll_rate_17_plus,bio_completion_5_17,bio_completion_17_plus,low_enrollment_flag,biometric_gap_flag,priority_score
2025-09-01,Tamil Nadu,Coimbatore,641044,0,3,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,True,True,1.0
2025-09-01,Tamil Nadu,Coimbatore,641045,1,15,1.0,1.0,0.0,4.0,23.0,1.0,0.0,4.0,0.0,False,False,-1.2000000000000002
2025-09-01,Tamil Nadu,Coimbatore,641046,0,16,1.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,True,True,1.0
2025-09-01,Tamil Nadu,Coimbatore,641047,0,5,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,True,True,1.0
2025-09-01,Tamil Nadu,Coimbatore,641048,1,11,1.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,True,True,1.0
2025-09-01,Tamil Nadu,Coimbatore,641049,0,8,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,True,True,1.0
2025-09-01,Tamil Nadu,Coimbatore,641050,1,2,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,False,True,0.4
2025-09-01,Tamil Nadu,Coimbatore,641062,4,14,4.0,1.0,0.0,2.0,11.0,0.25,0.0,2.0,0.0,False,False,0.04999999999999993
2025-09-01,Tamil Nadu,Coimbatore,641101,2,14,2.0,1.0,0.0,0.0,7.0,0.5,0.0,0.0,0.0,False,True,0.7
2025-09-01,Tamil Nadu,Coimbatore,641103,1,10,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,True,True,1.0
2025-09-01,Tamil Nadu,Coimbatore,641104,3,18,3.0,2.0,0.0,11.0,5.0,0.6666666666666666,0.0,5.5,0.0,False,False,-1.6
2025-09-01,Tamil Nadu,Coimbatore,641105,1,18,5.0,0.0,0.0,5.0,23.0,0.0,0.0,0.0,0.0,True,True,1.0
2025-09-01,Tamil Nadu,Coimbatore,641107,0,20,2.0,0.0,0.0,2.0,14.0,0.0,0.0,0.0,0.0,True,True,1.0
2025-09-01,Tamil Nadu,Coimbatore,641108,0,8,0.0,0.0,0.0,2.0,7.0,0.0,0.0,0.0,0.0,True,True,1.0
2025-09-01,Tamil Nadu,Coimbatore,641109,0,13,2.0,0.0,0.0,1.0,10.0,0.0,0.0,0.0,0.0,True,True,1.0
2025-09-01,Tamil Nadu,Coimbatore,641110,1,13,1.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,True,True,1.0
2025-09-01,Tamil Nadu,Coimbatore,641111,1,10,1.0,1.0,0.0,0.0,9.0,1.0,0.0,0.0,0.0,False,True,0.4
2025-09-01,Tamil Nadu,Coimbatore,641113,0,6,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,True,True,1.0
2025-09-01,Tamil Nadu,Coimbatore,641114,0,2,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,True,True,1.0
2025-09-01,Tamil Nadu,Coimbatore,641201,1,7,2.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,True,True,1.0
2025-09-01,Tamil Nadu,Coimbatore,641202,0,3,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,True,True,1.0
2025-09-01,Tamil Nadu,Coimbatore,641301,2,10,5.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,True,True,1.0
2025-09-01,Tamil Nadu,Coimbatore,641302,1,20,4.0,1.0,0.0,4.0,8.0,1.0,0.0,4.0,0.0,False,False,-1.2000000000000002
2025-09-01,Tamil Nadu,Coimbatore,641305,1,8,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,True,True,1.0
2025-09-01,Tamil Nadu,Coimbatore,641401,1,3,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,True,True,1.0
2025-09-01,Tamil Nadu,Coimbatore,641402,2,22,2.0,0.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,True,True,1.0
2025-09-01,Tamil Nadu,Coimbatore,641407,1,5,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,True,True,1.0
2025-09-01,Tamil Nadu,Coimbatore,641605,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,1.0
2025-09-01,Tamil Nadu,Coimbatore,641653,4,15,2.0,1.0,0.0,1.0,7.0,0.25,0.0,1.0,0.0,False,False,0.44999999999999996
2025-09-01,Tamil Nadu,Coimbatore,641659,2,7,4.0,0.0,0.0,4.0,13.0,0.0,0.0,0.0,0.0,True,True,1.0
2025-09-01,Tamil Nadu,Coimbatore,641668,1,5,2.0,0.0,0.0,3.0,9.0,0.0,0.0,0.0,0.0,True,True,1.0
2025-09-01,Tamil Nadu,Coimbatore,641669,1,5,8.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,True,True,1.0
2025-09-01,Tamil Nadu,Coimbatore,641671,0,4,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,True,True,1.0
2025-09-01,Tamil Nadu,Coimbatore,641697,1,11,1.0,1.0,0.0,9.0,8.0,1.0,0.0,9.0,0.0,False,False,-3.2
