state,district,pincode,demo_age_5_17,demo_age_17_,enroll_age_0_5,enroll_age_5_17,enroll_age_18_greater,bio_age_5_17,bio_age_17_,enroll_ratio_5_17,enroll_ratio_17_plus,bio_ratio_5_17,bio_ratio_17_plus
Karnataka,Belgaum,591238,30.0,198.0,33.0,9.0,0.0,170.0,334.0,0.3,0.0,5.666666666666667,1.6868686868686869
Tamil Nadu,Tiruvallur,631206,39.0,233.0,34.0,4.0,0.0,826.0,393.0,0.10256410256410256,0.0,21.17948717948718,1.6866952789699572
Odisha,Baleshwar,756029,8.0,233.0,30.0,3.0,0.0,41.0,393.0,0.375,0.0,5.125,1.6866952789699572
Tamil Nadu,Villupuram,606104,25.0,86.0,10.0,2.0,0.0,266.0,145.0,0.08,0.0,10.64,1.686046511627907
Rajasthan,Dausa,303507,123.0,812.0,99.0,45.0,2.0,1257.0,1369.0,0.36585365853658536,0.0024630541871921183,10.21951219512195,1.685960591133005
Gujarat,Bhavnagar,364313,42.0,506.0,99.0,10.0,2.0,705.0,853.0,0.23809523809523808,0.003952569169960474,16.785714285714285,1.6857707509881423
Tamil Nadu,Tiruvallur,631205,65.0,509.0,70.0,22.0,0.0,1648.0,858.0,0.3384615384615385,0.0,25.353846153846153,1.6856581532416504
Tamil Nadu,Salem,636103,169.0,610.0,55.0,6.0,1.0,759.0,1028.0,0.03550295857988166,0.001639344262295082,4.491124260355029,1.6852459016393442
Maharashtra,Jalgaon,425203,20.0,359.0,32.0,3.0,0.0,545.0,605.0,0.15,0.0,27.25,1.6852367688022285
Maharashtra,Mumbai( Sub Urban ),400068,2.0,108.0,6.0,2.0,0.0,2.0,182.0,1.0,0.0,1.0,1.6851851851851851
Himachal Pradesh,Kullu,175143,3.0,73.0,17.0,0.0,0.0,129.0,123.0,0.0,0.0,43.0,1.6849315068493151
Andhra Pradesh,Krishna,521327,33.0,203.0,21.0,1.0,0.0,538.0,342.0,0.030303030303030304,0.0,16.303030303030305,1.6847290640394088
Odisha,Balangir,767024,130.0,799.0,139.0,14.0,1.0,1477.0,1346.0,0.1076923076923077,0.0012515644555694619,11.361538461538462,1.6846057571964956
Tamil Nadu,Kancheepuram,631552,61.0,279.0,66.0,12.0,0.0,625.0,470.0,0.19672131147540983,0.0,10.245901639344263,1.6845878136200716
Karnataka,Kolar,563122,100.0,764.0,127.0,13.0,0.0,807.0,1287.0,0.13,0.0,8.07,1.6845549738219896
Odisha,Jajapur,755028,84.0,466.0,25.0,5.0,0.0,439.0,785.0,0.05952380952380952,0.0,5.226190476190476,1.684549356223176
Andhra Pradesh,Nellore,524303,32.0,225.0,35.0,3.0,0.0,581.0,379.0,0.09375,0.0,18.15625,1.6844444444444444
Karnataka,Udupi,576220,5.0,38.0,5.0,0.0,0.0,72.0,64.0,0.0,0.0,14.4,1.6842105263157894
Jharkhand,Lohardaga,835231,5.0,38.0,4.0,2.0,0.0,57.0,64.0,0.4,0.0,11.4,1.6842105263157894
Andhra Pradesh,Mahabub Nagar,509410,0.0,117.0,18.0,9.0,0.0,4.0,197.0,9.0,0.0,4.0,1.6837606837606838
Kerala,Ernakulam,683580,22.0,313.0,25.0,14.0,2.0,364.0,527.0,0.6363636363636364,0.006389776357827476,16.545454545454547,1.68370607028754
Rajasthan,Jhunjhunun,333302,46.0,493.0,96.0,38.0,3.0,612.0,830.0,0.8260869565217391,0.006085192697768763,13.304347826086957,1.6835699797160244
Odisha,Kendujhar,755019,12.0,79.0,10.0,2.0,0.0,143.0,133.0,0.16666666666666666,0.0,11.916666666666666,1.6835443037974684
Madhya Pradesh,Shivpuri,473585,253.0,1961.0,179.0,141.0,32.0,4252.0,3301.0,0.5573122529644269,0.01631820499745028,16.806324110671937,1.6833248342682305
Madhya Pradesh,Chhindwara,480221,807.0,3462.0,450.0,29.0,0.0,3988.0,5827.0,0.03593556381660471,0.0,4.941759603469641,1.6831311380704794
Punjab,SAS Nagar (Mohali),140103,91.0,1035.0,85.0,16.0,0.0,1397.0,1742.0,0.17582417582417584,0.0,15.351648351648352,1.6830917874396136
Karnataka,Mysuru,570012,4.0,82.0,6.0,2.0,2.0,158.0,138.0,0.5,0.024390243902439025,39.5,1.6829268292682926
Uttarakhand,Dehradun,249202,97.0,779.0,76.0,11.0,0.0,1426.0,1311.0,0.1134020618556701,0.0,14.70103092783505,1.6829268292682926
Gujarat,Surendra Nagar,363330,153.0,2144.0,134.0,47.0,0.0,1227.0,3608.0,0.30718954248366015,0.0,8.019607843137255,1.6828358208955223
Orissa,Baleshwar,756019,6.0,63.0,13.0,2.0,0.0,42.0,106.0,0.3333333333333333,0.0,7.0,1.6825396825396826
Andhra Pradesh,Mahbubnagar,509407,0.0,63.0,8.0,6.0,0.0,2.0,106.0,6.0,0.0,2.0,1.6825396825396826
Karnataka,Bangalore,560073,71.0,885.0,78.0,9.0,0.0,796.0,1489.0,0.1267605633802817,0.0,11.211267605633802,1.6824858757062147
Kerala,Thiruvananthapuram,695309,17.0,255.0,32.0,5.0,0.0,277.0,429.0,0.29411764705882354,0.0,16.294117647058822,1.6823529411764706
Rajasthan,Chittorgarh,312021,42.0,255.0,53.0,15.0,1.0,562.0,429.0,0.35714285714285715,0.00392156862745098,13.380952380952381,1.6823529411764706
Karnataka,Gulbarga,585102,185.0,1410.0,168.0,23.0,0.0,1148.0,2372.0,0.12432432432432433,0.0,6.205405405405405,1.6822695035460993
Maharashtra,Osmanabad,413534,43.0,1044.0,35.0,12.0,0.0,656.0,1756.0,0.27906976744186046,0.0,15.255813953488373,1.681992337164751
Karnataka,Gulbarga,585303,45.0,327.0,40.0,14.0,0.0,241.0,550.0,0.3111111111111111,0.0,5.355555555555555,1.6819571865443426
Karnataka,Kalaburagi,585308,58.0,242.0,39.0,17.0,1.0,670.0,407.0,0.29310344827586204,0.004132231404958678,11.551724137931034,1.6818181818181819
Gujarat,Kachchh,370665,26.0,286.0,63.0,3.0,3.0,719.0,481.0,0.11538461538461539,0.01048951048951049,27.653846153846153,1.6818181818181819
Jammu and Kashmir,Rajouri,185132,434.0,2379.0,360.0,142.0,4.0,4578.0,4001.0,0.3271889400921659,0.0016813787305590584,10.548387096774194,1.6817990752416982
Odisha,Mayurbhanj,757093,117.0,465.0,57.0,19.0,2.0,680.0,782.0,0.1623931623931624,0.004301075268817204,5.811965811965812,1.6817204301075268
Madhya Pradesh,Raisen,464884,444.0,2156.0,365.0,72.0,1.0,4950.0,3625.0,0.16216216216216217,0.00046382189239332097,11.14864864864865,1.6813543599257885
Kerala,Kottayam,686541,35.0,332.0,36.0,8.0,0.0,473.0,558.0,0.22857142857142856,0.0,13.514285714285714,1.680722891566265
Odisha,Kalahandi,766002,405.0,3159.0,238.0,77.0,1.0,4540.0,5309.0,0.19012345679012346,0.00031655587211142766,11.209876543209877,1.6805951250395694
Telangana,Warangal,506003,63.0,241.0,23.0,7.0,0.0,1003.0,405.0,0.1111111111111111,0.0,15.920634920634921,1.6804979253112033
Telangana,Karimnagar,505525,109.0,610.0,51.0,7.0,0.0,906.0,1025.0,0.06422018348623854,0.0,8.311926605504587,1.680327868852459
Tamil Nadu,Tiruppur,641658,58.0,344.0,27.0,14.0,0.0,474.0,578.0,0.2413793103448276,0.0,8.172413793103448,1.680232558139535
Maharashtra,Nagpur,440023,433.0,4528.0,347.0,49.0,14.0,3721.0,7608.0,0.11316397228637413,0.0030918727915194345,8.593533487297922,1.6802120141342756
Rajasthan,Nagaur,341001,989.0,6975.0,3003.0,1805.0,78.0,16084.0,11719.0,1.8250758341759352,0.011182795698924731,16.262891809909,1.6801433691756273
Tamil Nadu,Chennai,600039,665.0,4557.0,301.0,70.0,2.0,5246.0,7656.0,0.10526315789473684,0.00043888523151195964,7.888721804511278,1.6800526662277815
Punjab,Sangrur,148020,19.0,384.0,12.0,0.0,0.0,549.0,645.0,0.0,0.0,28.894736842105264,1.6796875
Odisha,Kendujhar,758080,151.0,814.0,112.0,33.0,1.0,1089.0,1367.0,0.2185430463576159,0.0012285012285012285,7.211920529801325,1.6793611793611793
Kerala,Kollam,691585,48.0,396.0,19.0,6.0,0.0,429.0,665.0,0.125,0.0,8.9375,1.6792929292929293
Maharashtra,Kolhapur,416120,21.0,324.0,29.0,0.0,0.0,549.0,544.0,0.0,0.0,26.142857142857142,1.6790123456790123
Punjab,Jalandhar,144001,195.0,3467.0,263.0,81.0,4.0,4157.0,5821.0,0.4153846153846154,0.0011537352177675222,21.317948717948717,1.678973175656187
Gujarat,Rajkot,365480,3.0,28.0,5.0,2.0,0.0,77.0,47.0,0.6666666666666666,0.0,25.666666666666668,1.6785714285714286
Tamil Nadu,Thanjavur,612201,13.0,87.0,12.0,1.0,0.0,168.0,146.0,0.07692307692307693,0.0,12.923076923076923,1.6781609195402298
Tamil Nadu,Villupuram,606201,324.0,618.0,115.0,29.0,0.0,2532.0,1037.0,0.08950617283950617,0.0,7.814814814814815,1.6779935275080906
Kerala,Pathanamthitta,689695,14.0,90.0,8.0,2.0,0.0,105.0,151.0,0.14285714285714285,0.0,7.5,1.6777777777777778
Karnataka,Shimoga,577418,14.0,211.0,33.0,7.0,0.0,138.0,354.0,0.5,0.0,9.857142857142858,1.6777251184834123
Pondicherry,Pondicherry,673310,8.0,211.0,32.0,10.0,0.0,86.0,354.0,1.25,0.0,10.75,1.6777251184834123
Tamil Nadu,Pudukkottai,622422,21.0,121.0,16.0,2.0,0.0,223.0,203.0,0.09523809523809523,0.0,10.619047619047619,1.677685950413223
Odisha,Koraput,763001,46.0,161.0,18.0,4.0,0.0,534.0,270.0,0.08695652173913043,0.0,11.608695652173912,1.6770186335403727
Odisha,Puri,752050,43.0,390.0,45.0,11.0,0.0,507.0,654.0,0.2558139534883721,0.0,11.790697674418604,1.676923076923077
Andhra Pradesh,Nizamabad,503213,19.0,133.0,9.0,4.0,0.0,115.0,223.0,0.21052631578947367,0.0,6.052631578947368,1.6766917293233083
Rajasthan,Jhalawar,326515,151.0,1033.0,182.0,68.0,6.0,2044.0,1732.0,0.4503311258278146,0.005808325266214908,13.536423841059603,1.6766698935140367
Gujarat,Devbhumi Dwarka,361350,15.0,136.0,41.0,2.0,1.0,473.0,228.0,0.13333333333333333,0.007352941176470588,31.533333333333335,1.6764705882352942
Punjab,Bathinda,151201,130.0,2873.0,211.0,22.0,3.0,3124.0,4816.0,0.16923076923076924,0.0010442046641141664,24.03076923076923,1.6762965541246084
Gujarat,Bharuch,392140,172.0,846.0,73.0,5.0,3.0,1171.0,1418.0,0.029069767441860465,0.0035460992907801418,6.808139534883721,1.6761229314420805
Jammu and Kashmir,Jammu,181102,168.0,2028.0,195.0,26.0,1.0,3063.0,3399.0,0.15476190476190477,0.0004930966469428008,18.232142857142858,1.6760355029585798
Maharashtra,Nashik,424109,55.0,1318.0,74.0,32.0,0.0,1130.0,2209.0,0.5818181818181818,0.0,20.545454545454547,1.6760242792109257
Andhra Pradesh,Krishna,520008,60.0,453.0,46.0,2.0,0.0,968.0,759.0,0.03333333333333333,0.0,16.133333333333333,1.6754966887417218
Andhra Pradesh,Nellore,524306,61.0,422.0,53.0,7.0,0.0,820.0,707.0,0.11475409836065574,0.0,13.442622950819672,1.6753554502369667
Tamil Nadu,Villupuram,605105,79.0,194.0,77.0,9.0,0.0,986.0,325.0,0.11392405063291139,0.0,12.481012658227849,1.675257731958763
Tamil Nadu,Tiruchirappalli,621216,244.0,939.0,79.0,20.0,0.0,1039.0,1573.0,0.08196721311475409,0.0,4.258196721311475,1.6751863684771033
Maharashtra,Gondiya,441601,577.0,5269.0,563.0,33.0,1.0,6694.0,8826.0,0.05719237435008666,0.0001897893338394382,11.601386481802427,1.6750806604668818
Mizoram,Champhai,796320,31.0,298.0,64.0,9.0,2.0,1886.0,499.0,0.2903225806451613,0.006711409395973154,60.83870967741935,1.674496644295302
Kerala,Malappuram,676506,43.0,789.0,70.0,38.0,3.0,947.0,1321.0,0.8837209302325582,0.0038022813688212928,22.023255813953487,1.6742712294043092
Karnataka,Belgaum,591108,64.0,448.0,47.0,5.0,0.0,359.0,750.0,0.078125,0.0,5.609375,1.6741071428571428
Rajasthan,Jaisalmer,345023,59.0,546.0,37.0,26.0,0.0,1028.0,914.0,0.4406779661016949,0.0,17.423728813559322,1.673992673992674
Telangana,Medak,502280,76.0,319.0,31.0,3.0,0.0,677.0,534.0,0.039473684210526314,0.0,8.907894736842104,1.6739811912225706
Maharashtra,Nashik,423201,77.0,1328.0,100.0,15.0,1.0,1301.0,2223.0,0.19480519480519481,0.0007530120481927711,16.896103896103895,1.6739457831325302
Punjab,Bathinda,151003,7.0,92.0,5.0,2.0,0.0,111.0,154.0,0.2857142857142857,0.0,15.857142857142858,1.673913043478261
Telangana,Medak,502001,92.0,380.0,78.0,21.0,0.0,1180.0,636.0,0.22826086956521738,0.0,12.826086956521738,1.6736842105263159
Tamil Nadu,Tiruvallur,602003,29.0,291.0,37.0,9.0,0.0,595.0,487.0,0.3103448275862069,0.0,20.517241379310345,1.6735395189003437
Telangana,Mahabubnagar,509360,131.0,291.0,28.0,21.0,0.0,910.0,487.0,0.16030534351145037,0.0,6.9465648854961835,1.6735395189003437
Tamil Nadu,Erode,638116,58.0,441.0,56.0,4.0,0.0,711.0,738.0,0.06896551724137931,0.0,12.258620689655173,1.6734693877551021
Tamil Nadu,Sivaganga,630314,27.0,156.0,21.0,6.0,0.0,294.0,261.0,0.2222222222222222,0.0,10.88888888888889,1.6730769230769231
Maharashtra,Ahmadnagar,423109,121.0,2443.0,104.0,24.0,15.0,2965.0,4087.0,0.19834710743801653,0.006139991813344249,24.50413223140496,1.6729431027425297
Telangana,Nalgonda,508222,52.0,214.0,42.0,6.0,0.0,630.0,358.0,0.11538461538461539,0.0,12.115384615384615,1.6728971962616823
Tamil Nadu,Erode,638051,196.0,1665.0,129.0,24.0,0.0,1754.0,2785.0,0.12244897959183673,0.0,8.948979591836734,1.6726726726726726
Gujarat,Ahmedabad,380008,367.0,3131.0,182.0,100.0,2.0,3275.0,5237.0,0.2724795640326976,0.0006387735547748323,8.923705722070844,1.6726285531778984
Odisha,Jajapur,755036,67.0,284.0,25.0,5.0,0.0,509.0,475.0,0.07462686567164178,0.0,7.597014925373134,1.6725352112676057
Gujarat,Chhotaudepur,391155,44.0,229.0,35.0,4.0,5.0,598.0,383.0,0.09090909090909091,0.021834061135371178,13.590909090909092,1.6724890829694323
Tripura,South Tripura,799013,40.0,418.0,8.0,0.0,0.0,239.0,699.0,0.0,0.0,5.975,1.6722488038277512
Gujarat,Rajkot,360440,14.0,241.0,37.0,9.0,0.0,322.0,403.0,0.6428571428571429,0.0,23.0,1.6721991701244814
Jammu and Kashmir,Bandipore,193501,456.0,2280.0,353.0,78.0,14.0,3314.0,3811.0,0.17105263157894737,0.0061403508771929825,7.267543859649122,1.6714912280701755
Tamil Nadu,Karur,639203,15.0,143.0,10.0,4.0,0.0,251.0,239.0,0.26666666666666666,0.0,16.733333333333334,1.6713286713286712
Andhra Pradesh,Krishna,521326,16.0,143.0,24.0,0.0,0.0,345.0,239.0,0.0,0.0,21.5625,1.6713286713286712
Tamil Nadu,Dindigul,624802,208.0,1317.0,99.0,26.0,0.0,1605.0,2201.0,0.125,0.0,7.716346153846154,1.6712224753227032
Karnataka,Belgaum,591303,57.0,368.0,83.0,12.0,0.0,618.0,615.0,0.21052631578947367,0.0,10.842105263157896,1.671195652173913
Tamil Nadu,Coimbatore,641048,203.0,982.0,88.0,20.0,0.0,608.0,1641.0,0.09852216748768473,0.0,2.9950738916256157,1.6710794297352343
Tamil Nadu,Vellore,632312,16.0,152.0,29.0,1.0,0.0,245.0,254.0,0.0625,0.0,15.3125,1.6710526315789473
Maharashtra,Beed,431530,124.0,2531.0,121.0,66.0,0.0,2310.0,4229.0,0.532258064516129,0.0,18.629032258064516,1.670881074674042
Tamil Nadu,Nagapattinam,609205,20.0,240.0,29.0,5.0,0.0,280.0,401.0,0.25,0.0,14.0,1.6708333333333334
Gujarat,Kheda,387630,308.0,2518.0,372.0,67.0,26.0,2813.0,4206.0,0.21753246753246752,0.010325655281969817,9.133116883116884,1.670373312152502
Himachal Pradesh,Solan,173211,33.0,376.0,23.0,3.0,0.0,519.0,628.0,0.09090909090909091,0.0,15.727272727272727,1.6702127659574468
Punjab,Tarn Taran,143301,39.0,1352.0,115.0,16.0,0.0,1359.0,2258.0,0.41025641025641024,0.0,34.84615384615385,1.6701183431952662
Karnataka,Shimoga,577203,30.0,400.0,48.0,0.0,0.0,243.0,668.0,0.0,0.0,8.1,1.67
Maharashtra,Nandurbar *,425418,0.0,118.0,15.0,3.0,0.0,4.0,197.0,3.0,0.0,4.0,1.6694915254237288
Rajasthan,Bharatpur,321028,116.0,838.0,166.0,127.0,2.0,1661.0,1399.0,1.0948275862068966,0.002386634844868735,14.318965517241379,1.6694510739856803
Karnataka,Bijapur,586127,58.0,390.0,62.0,14.0,0.0,435.0,651.0,0.2413793103448276,0.0,7.5,1.6692307692307693
Odisha,Baleswar,756036,159.0,677.0,131.0,30.0,0.0,2326.0,1130.0,0.18867924528301888,0.0,14.628930817610064,1.6691285081240768
Tamil Nadu,Namakkal,637212,165.0,444.0,66.0,7.0,0.0,780.0,741.0,0.04242424242424243,0.0,4.7272727272727275,1.6689189189189189
Karnataka,Shimoga,577201,57.0,1259.0,111.0,14.0,0.0,555.0,2101.0,0.24561403508771928,0.0,9.736842105263158,1.6687847498014297
Karnataka,Belgaum,591344,184.0,498.0,55.0,5.0,0.0,411.0,831.0,0.02717391304347826,0.0,2.233695652173913,1.6686746987951808
Karnataka,Gulbarga,585213,72.0,501.0,53.0,12.0,0.0,385.0,836.0,0.16666666666666666,0.0,5.347222222222222,1.6686626746506985
Telangana,Medak,502256,65.0,335.0,56.0,21.0,0.0,452.0,559.0,0.3230769230769231,0.0,6.953846153846154,1.6686567164179105
Odisha,Khordha,752062,10.0,169.0,7.0,0.0,0.0,50.0,282.0,0.0,0.0,5.0,1.668639053254438
Andhra Pradesh,Kurnool,518176,73.0,353.0,47.0,4.0,0.0,1323.0,589.0,0.0547945205479452,0.0,18.123287671232877,1.6685552407932012
Andhra Pradesh,Anantapur,515154,41.0,178.0,13.0,1.0,0.0,185.0,297.0,0.024390243902439025,0.0,4.512195121951219,1.6685393258426966
Kerala,Ernakulam,682311,51.0,380.0,21.0,4.0,0.0,427.0,634.0,0.0784313725490196,0.0,8.372549019607844,1.668421052631579
Kerala,Alappuzha,688011,16.0,196.0,22.0,10.0,1.0,232.0,327.0,0.625,0.00510204081632653,14.5,1.6683673469387754
Kerala,Kozhikode,673571,229.0,1782.0,137.0,43.0,3.0,1874.0,2973.0,0.18777292576419213,0.0016835016835016834,8.183406113537117,1.6683501683501682
Odisha,Balangir,767038,144.0,1076.0,153.0,55.0,0.0,1858.0,1795.0,0.3819444444444444,0.0,12.902777777777779,1.6682156133828996
Telangana,Mahabubnagar,509351,198.0,232.0,33.0,8.0,0.0,636.0,387.0,0.04040404040404041,0.0,3.212121212121212,1.668103448275862
Tamil Nadu,Viluppuram,607204,44.0,699.0,45.0,12.0,0.0,443.0,1166.0,0.2727272727272727,0.0,10.068181818181818,1.6680972818311874
Maharashtra,Nashik,422001,262.0,2856.0,205.0,58.0,3.0,3043.0,4764.0,0.22137404580152673,0.0010504201680672268,11.614503816793894,1.6680672268907564
Kerala,Kozhikode,673585,100.0,849.0,118.0,27.0,7.0,1237.0,1416.0,0.27,0.008244994110718492,12.37,1.667844522968198
Jharkhand,Bokaro,829144,165.0,1687.0,145.0,80.0,1.0,2130.0,2813.0,0.48484848484848486,0.0005927682276229994,12.909090909090908,1.6674570243034974
Andhra Pradesh,Karimnagar,505469,41.0,481.0,31.0,6.0,0.0,156.0,802.0,0.14634146341463414,0.0,3.8048780487804876,1.6673596673596673
Maharashtra,Dhule,425408,183.0,3950.0,434.0,252.0,14.0,3441.0,6585.0,1.3770491803278688,0.0035443037974683543,18.80327868852459,1.6670886075949367
Maharashtra,Yavatmal,445203,269.0,8515.0,274.0,46.0,25.0,6257.0,14194.0,0.17100371747211895,0.002935995302407516,23.260223048327138,1.6669406928948913
Andhra Pradesh,Mahabubnagar,509127,0.0,3.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.6666666666666667
WEST BENGAL,HOOGHLY,712232,0.0,3.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.6666666666666667
Gujarat,Mahesana,384140,28.0,102.0,13.0,0.0,0.0,154.0,170.0,0.0,0.0,5.5,1.6666666666666667
Odisha,JAJPUR,755050,7.0,36.0,10.0,2.0,0.0,75.0,60.0,0.2857142857142857,0.0,10.714285714285714,1.6666666666666667
Maharashtra,Mumbai,400002,18.0,786.0,54.0,16.0,1.0,566.0,1310.0,0.8888888888888888,0.001272264631043257,31.444444444444443,1.6666666666666667
Tamil Nadu,Nagapattinam,612201,10.0,102.0,15.0,4.0,0.0,260.0,170.0,0.4,0.0,26.0,1.6666666666666667
Kerala,Pathanamthitta,689661,18.0,60.0,5.0,2.0,0.0,60.0,100.0,0.1111111111111111,0.0,3.3333333333333335,1.6666666666666667
Punjab,Ferozepur,152123,0.0,3.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,1.0,1.6666666666666667
Punjab,Firozpur,152004,6.0,123.0,4.0,0.0,0.0,49.0,205.0,0.0,0.0,8.166666666666666,1.6666666666666667
Karnataka,Bellary,583118,4.0,54.0,11.0,1.0,0.0,83.0,90.0,0.25,0.0,20.75,1.6666666666666667
Punjab,Rupnagar,160059,0.0,3.0,0.0,1.0,0.0,1.0,5.0,1.0,0.0,1.0,1.6666666666666667
Andhra Pradesh,Rangareddi,509335,0.0,3.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.6666666666666667
Orissa,Gajapati,761213,0.0,6.0,1.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,1.6666666666666667
Andhra Pradesh,Mahabub Nagar,509375,5.0,12.0,4.0,2.0,0.0,1.0,20.0,0.4,0.0,0.2,1.6666666666666667
Andhra Pradesh,Karim Nagar,505153,0.0,3.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.6666666666666667
Kerala,Wayanad,673613,12.0,60.0,8.0,6.0,0.0,88.0,100.0,0.5,0.0,7.333333333333333,1.6666666666666667
Orissa,Sundargarh,769042,1.0,12.0,3.0,1.0,0.0,0.0,20.0,1.0,0.0,0.0,1.6666666666666667
Mizoram,Aizawl,796441,1.0,12.0,4.0,0.0,0.0,35.0,20.0,0.0,0.0,35.0,1.6666666666666667
Orissa,Khordha,752115,1.0,12.0,2.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,1.6666666666666667
Odisha,Jagatsinghpur,754159,0.0,6.0,0.0,0.0,0.0,8.0,10.0,0.0,0.0,8.0,1.6666666666666667
Bihar,Samstipur,848102,0.0,3.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.6666666666666667
Jammu & Kashmir,Jammu,180013,0.0,9.0,1.0,0.0,0.0,3.0,15.0,0.0,0.0,3.0,1.6666666666666667
Jharkhand,Pashchimi Singhbhum,833103,0.0,3.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.6666666666666667
Maharashtra,Raigad,402204,3.0,12.0,2.0,1.0,3.0,11.0,20.0,0.3333333333333333,0.25,3.6666666666666665,1.6666666666666667
Madhya Pradesh,Guna,473113,0.0,3.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.6666666666666667
Madhya Pradesh,Narmadapuram,461551,1.0,3.0,2.0,0.0,0.0,1.0,5.0,0.0,0.0,1.0,1.6666666666666667
Andhra Pradesh,K.V.Rangareddy,500075,0.0,6.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,1.6666666666666667
Uttarakhand,Chamoli,246427,96.0,849.0,94.0,6.0,0.0,1047.0,1415.0,0.0625,0.0,10.90625,1.6666666666666667
Odisha,Debagarh,768106,0.0,3.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.6666666666666667
Orissa,Jajapur,755001,0.0,3.0,2.0,0.0,0.0,1.0,5.0,0.0,0.0,1.0,1.6666666666666667
Orissa,Cuttack,754007,0.0,3.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.6666666666666667
Andhra Pradesh,K.V.Rangareddy,501121,0.0,3.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.6666666666666667
Maharashtra,Ahmed Nagar,400037,0.0,3.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.6666666666666667
Punjab,Shaheed Bhagat Singh Nagar,144514,87.0,1120.0,84.0,13.0,2.0,1402.0,1866.0,0.14942528735632185,0.0017857142857142857,16.114942528735632,1.6660714285714286
Kerala,Kottayam,686011,34.0,446.0,37.0,8.0,0.0,433.0,743.0,0.23529411764705882,0.0,12.735294117647058,1.6659192825112108
Andhra Pradesh,Rangareddi,500092,103.0,443.0,20.0,6.0,0.0,292.0,738.0,0.05825242718446602,0.0,2.8349514563106797,1.6659142212189617
Karnataka,Dakshina Kannada,574143,72.0,443.0,89.0,8.0,2.0,489.0,738.0,0.1111111111111111,0.004514672686230248,6.791666666666667,1.6659142212189617
Tamil Nadu,Vellore,632114,154.0,272.0,31.0,2.0,0.0,499.0,453.0,0.012987012987012988,0.0,3.24025974025974,1.6654411764705883
Karnataka,Bellary,583121,124.0,1018.0,137.0,17.0,0.0,1237.0,1695.0,0.13709677419354838,0.0,9.975806451612904,1.6650294695481336
Karnataka,Bidar,585413,146.0,997.0,155.0,24.0,1.0,1456.0,1660.0,0.1643835616438356,0.0010030090270812437,9.972602739726028,1.6649949849548646
Madhya Pradesh,Jhabua,457772,87.0,764.0,89.0,82.0,0.0,2039.0,1272.0,0.9425287356321839,0.0,23.436781609195403,1.6649214659685865
Andhra Pradesh,Nellore,524311,60.0,361.0,25.0,6.0,0.0,939.0,601.0,0.1,0.0,15.65,1.664819944598338
Jammu and Kashmir,Doda,182204,5.0,331.0,49.0,10.0,1.0,79.0,551.0,2.0,0.0030211480362537764,15.8,1.6646525679758308
Tamil Nadu,Dindigul,624201,220.0,1124.0,70.0,14.0,0.0,932.0,1871.0,0.06363636363636363,0.0,4.236363636363636,1.664590747330961
Tamil Nadu,Kanniyakumari,629178,56.0,158.0,18.0,2.0,0.0,333.0,263.0,0.03571428571428571,0.0,5.946428571428571,1.6645569620253164
Maharashtra,Satara,415023,25.0,307.0,16.0,2.0,0.0,438.0,511.0,0.08,0.0,17.52,1.6644951140065147
Rajasthan,Kota,324003,33.0,405.0,59.0,12.0,0.0,621.0,674.0,0.36363636363636365,0.0,18.818181818181817,1.6641975308641976
Tamil Nadu,Tiruvannamalai,606908,93.0,375.0,81.0,6.0,1.0,656.0,624.0,0.06451612903225806,0.0026666666666666666,7.053763440860215,1.664
Odisha,Sonapur,767020,26.0,101.0,20.0,2.0,0.0,253.0,168.0,0.07692307692307693,0.0,9.73076923076923,1.6633663366336633
Kerala,Kollam,691515,11.0,184.0,16.0,3.0,0.0,240.0,306.0,0.2727272727272727,0.0,21.818181818181817,1.6630434782608696
Telangana,Adilabad,504106,94.0,433.0,54.0,6.0,0.0,1546.0,720.0,0.06382978723404255,0.0,16.4468085106383,1.6628175519630486
Jharkhand,Seraikela-kharsawan,831013,1.0,433.0,55.0,21.0,0.0,156.0,720.0,21.0,0.0,156.0,1.6628175519630486
Telangana,Karimnagar,505471,71.0,344.0,27.0,1.0,0.0,353.0,572.0,0.014084507042253521,0.0,4.971830985915493,1.6627906976744187
Telangana,Hyderabad,500062,302.0,1037.0,167.0,49.0,3.0,2658.0,1724.0,0.16225165562913907,0.0028929604628736743,8.801324503311259,1.6624879459980713
