state,district,pincode,demo_age_5_17,demo_age_17_,enroll_age_0_5,enroll_age_5_17,enroll_age_18_greater,bio_age_5_17,bio_age_17_,enroll_ratio_5_17,enroll_ratio_17_plus,bio_ratio_5_17,bio_ratio_17_plus
Himachal Pradesh,Mandi,174403,4.0,86.0,22.0,0.0,0.0,219.0,334.0,0.0,0.0,54.75,3.883720930232558
Tamil Nadu,Tiruchirappalli,621702,35.0,257.0,64.0,16.0,0.0,528.0,998.0,0.45714285714285713,0.0,15.085714285714285,3.8832684824902723
Nagaland,Phek,797104,46.0,571.0,19.0,43.0,7.0,267.0,2217.0,0.9347826086956522,0.012259194395796848,5.804347826086956,3.882661996497373
Punjab,Kapurthala,144403,10.0,213.0,14.0,4.0,3.0,390.0,827.0,0.4,0.014084507042253521,39.0,3.8826291079812205
Lakshadweep,Lakshadweep,682551,23.0,185.0,36.0,0.0,0.0,588.0,718.0,0.0,0.0,25.565217391304348,3.881081081081081
Jammu and Kashmir,Jammu,181221,117.0,967.0,229.0,44.0,10.0,2205.0,3753.0,0.37606837606837606,0.010341261633919338,18.846153846153847,3.8810754912099275
Nagaland,Kohima,797109,57.0,294.0,21.0,16.0,0.0,255.0,1141.0,0.2807017543859649,0.0,4.473684210526316,3.880952380952381
Tamil Nadu,Ramanathapuram,623403,49.0,427.0,42.0,20.0,0.0,650.0,1657.0,0.40816326530612246,0.0,13.26530612244898,3.88056206088993
Tamil Nadu,Thoothukkudi,628702,31.0,107.0,20.0,8.0,0.0,319.0,415.0,0.25806451612903225,0.0,10.290322580645162,3.878504672897196
Madhya Pradesh,Sehore,466116,316.0,2219.0,429.0,68.0,3.0,8348.0,8605.0,0.21518987341772153,0.0013519603424966202,26.417721518987342,3.877872915727805
Maharashtra,Bhandara,441910,60.0,1925.0,146.0,0.0,0.0,2347.0,7461.0,0.0,0.0,39.11666666666667,3.8758441558441556
Maharashtra,Mumbai,400095,165.0,1907.0,220.0,129.0,0.0,2540.0,7391.0,0.7818181818181819,0.0,15.393939393939394,3.875721027792344
Punjab,Muktsar,152031,5.0,250.0,31.0,1.0,0.0,140.0,968.0,0.2,0.0,28.0,3.872
Punjab,Shaheed Bhagat Singh Nagar,144533,20.0,137.0,23.0,7.0,0.0,370.0,530.0,0.35,0.0,18.5,3.8686131386861313
Chhattisgarh,Durg,491332,92.0,562.0,46.0,5.0,0.0,965.0,2174.0,0.05434782608695652,0.0,10.48913043478261,3.868327402135231
Andaman and Nicobar Islands,Nicobar,744304,3.0,15.0,1.0,0.0,0.0,80.0,58.0,0.0,0.0,26.666666666666668,3.8666666666666667
Tamil Nadu,Tiruchirappalli,639115,41.0,235.0,38.0,5.0,0.0,321.0,908.0,0.12195121951219512,0.0,7.829268292682927,3.8638297872340424
Uttarakhand,Bageshwar,263619,19.0,153.0,39.0,1.0,0.0,356.0,591.0,0.05263157894736842,0.0,18.736842105263158,3.8627450980392157
Tamil Nadu,Tirunelveli,627152,39.0,268.0,51.0,14.0,0.0,667.0,1034.0,0.358974358974359,0.0,17.102564102564102,3.8582089552238807
Maharashtra,Nashik,422304,39.0,624.0,46.0,16.0,0.0,1407.0,2407.0,0.41025641025641024,0.0,36.07692307692308,3.8573717948717947
Haryana,Yamuna Nagar,133206,49.0,445.0,61.0,4.0,0.0,674.0,1716.0,0.08163265306122448,0.0,13.755102040816327,3.856179775280899
Tamil Nadu,Dindigul,624709,204.0,984.0,126.0,37.0,0.0,1290.0,3794.0,0.18137254901960784,0.0,6.323529411764706,3.855691056910569
Tamil Nadu,Thanjavur,613105,37.0,158.0,22.0,4.0,0.0,312.0,609.0,0.10810810810810811,0.0,8.432432432432432,3.8544303797468356
Andhra Pradesh,Mahbubnagar,509203,57.0,253.0,35.0,11.0,0.0,197.0,975.0,0.19298245614035087,0.0,3.456140350877193,3.8537549407114624
Karnataka,Bangalore,560013,5.0,102.0,14.0,4.0,0.0,163.0,393.0,0.8,0.0,32.6,3.8529411764705883
Maharashtra,Kolhapur,416527,10.0,40.0,3.0,0.0,0.0,118.0,154.0,0.0,0.0,11.8,3.85
Maharashtra,Nandurbar,425418,131.0,1430.0,203.0,21.0,0.0,3626.0,5505.0,0.16030534351145037,0.0,27.6793893129771,3.8496503496503496
Punjab,Tarn Taran,143422,6.0,267.0,34.0,9.0,2.0,366.0,1027.0,1.5,0.00749063670411985,61.0,3.846441947565543
Punjab,Jalandhar,144035,7.0,154.0,14.0,2.0,1.0,229.0,592.0,0.2857142857142857,0.006493506493506494,32.714285714285715,3.844155844155844
Punjab,Fatehgarh Sahib,147104,8.0,218.0,21.0,2.0,0.0,482.0,838.0,0.25,0.0,60.25,3.8440366972477062
Madhya Pradesh,Shajapur,465440,52.0,338.0,12.0,3.0,0.0,1466.0,1298.0,0.057692307692307696,0.0,28.192307692307693,3.8402366863905324
Tamil Nadu,Tirunelveli,627758,84.0,574.0,99.0,14.0,0.0,1222.0,2204.0,0.16666666666666666,0.0,14.547619047619047,3.8397212543554007
Tamil Nadu,Tiruchirappalli,621711,90.0,469.0,95.0,13.0,0.0,786.0,1800.0,0.14444444444444443,0.0,8.733333333333333,3.837953091684435
Andaman & Nicobar Islands,Andamans,744101,4.0,299.0,8.0,1.0,0.0,177.0,1147.0,0.25,0.0,44.25,3.8361204013377925
Maharashtra,Ratnagiri,415606,51.0,549.0,42.0,1.0,0.0,1242.0,2105.0,0.0196078431372549,0.0,24.352941176470587,3.8342440801457194
Tamil Nadu,Namakkal,637014,79.0,265.0,32.0,3.0,0.0,457.0,1016.0,0.0379746835443038,0.0,5.784810126582278,3.8339622641509434
Punjab,Pathankot,145022,14.0,198.0,41.0,3.0,0.0,443.0,759.0,0.21428571428571427,0.0,31.642857142857142,3.8333333333333335
Karnataka,Tumkur,572122,22.0,155.0,39.0,0.0,0.0,271.0,594.0,0.0,0.0,12.318181818181818,3.832258064516129
Gujarat,Vadodara,391165,302.0,1875.0,180.0,89.0,0.0,2201.0,7185.0,0.2947019867549669,0.0,7.288079470198675,3.832
Gujarat,Junagadh,362725,18.0,242.0,12.0,6.0,0.0,295.0,927.0,0.3333333333333333,0.0,16.38888888888889,3.830578512396694
Tamil Nadu,Tiruchirappalli,621109,26.0,99.0,39.0,0.0,0.0,335.0,379.0,0.0,0.0,12.884615384615385,3.8282828282828283
Madhya Pradesh,Khargone,451335,182.0,1380.0,500.0,243.0,31.0,4842.0,5281.0,1.335164835164835,0.02246376811594203,26.604395604395606,3.8268115942028986
Himachal Pradesh,Una,177109,11.0,46.0,14.0,0.0,0.0,181.0,176.0,0.0,0.0,16.454545454545453,3.8260869565217392
Haryana,Yamuna Nagar,133105,9.0,85.0,13.0,0.0,0.0,107.0,325.0,0.0,0.0,11.88888888888889,3.823529411764706
Orissa,Dhenkanal,759027,12.0,87.0,15.0,6.0,0.0,138.0,332.0,0.5,0.0,11.5,3.8160919540229883
Karnataka,Mysore,570009,18.0,152.0,26.0,3.0,0.0,219.0,580.0,0.16666666666666666,0.0,12.166666666666666,3.8157894736842106
Haryana,Sonipat,131304,51.0,396.0,76.0,1.0,0.0,745.0,1511.0,0.0196078431372549,0.0,14.607843137254902,3.8156565656565657
Tamil Nadu,Salem,637304,25.0,65.0,10.0,4.0,0.0,161.0,248.0,0.16,0.0,6.44,3.8153846153846156
Punjab,Jalandhar,144303,23.0,203.0,9.0,2.0,0.0,317.0,774.0,0.08695652173913043,0.0,13.782608695652174,3.812807881773399
Rajasthan,Deeg,321205,0.0,16.0,0.0,0.0,1.0,1.0,61.0,0.0,0.0625,1.0,3.8125
Himachal Pradesh,Solan,173213,11.0,100.0,10.0,1.0,0.0,233.0,381.0,0.09090909090909091,0.0,21.181818181818183,3.81
Madhya Pradesh,Hoshangabad,461881,34.0,105.0,58.0,9.0,0.0,307.0,400.0,0.2647058823529412,0.0,9.029411764705882,3.8095238095238093
Rajasthan,Churu,331021,61.0,386.0,82.0,39.0,2.0,831.0,1469.0,0.639344262295082,0.0051813471502590676,13.62295081967213,3.805699481865285
Madhya Pradesh,Guna,473118,50.0,257.0,99.0,16.0,0.0,1573.0,978.0,0.32,0.0,31.46,3.8054474708171204
Himachal Pradesh,Kangra,177108,12.0,115.0,31.0,0.0,0.0,280.0,437.0,0.0,0.0,23.333333333333332,3.8
Jammu and Kashmir,Rajouri,185201,116.0,807.0,230.0,53.0,0.0,3297.0,3065.0,0.45689655172413796,0.0,28.42241379310345,3.798017348203222
Punjab,Bathinda,151108,28.0,450.0,50.0,2.0,2.0,805.0,1705.0,0.07142857142857142,0.0044444444444444444,28.75,3.7888888888888888
Rajasthan,Udaipur,313031,197.0,1232.0,320.0,204.0,6.0,4413.0,4667.0,1.0355329949238579,0.00487012987012987,22.401015228426395,3.7881493506493507
Rajasthan,Sikar,332318,49.0,399.0,75.0,34.0,1.0,1067.0,1511.0,0.6938775510204082,0.002506265664160401,21.775510204081634,3.7869674185463658
Rajasthan,Ganganagar,335040,21.0,192.0,31.0,6.0,0.0,363.0,727.0,0.2857142857142857,0.0,17.285714285714285,3.7864583333333335
Maharashtra,Sangli,416313,21.0,452.0,55.0,7.0,0.0,997.0,1711.0,0.3333333333333333,0.0,47.476190476190474,3.7853982300884956
Telangana,K.v. Rangareddy,501502,201.0,787.0,114.0,31.0,0.0,1248.0,2977.0,0.15422885572139303,0.0,6.208955223880597,3.7827191867852603
Gujarat,Valsad,396235,72.0,163.0,22.0,2.0,0.0,414.0,616.0,0.027777777777777776,0.0,5.75,3.7791411042944785
Karnataka,Bangalore,562130,33.0,302.0,28.0,2.0,0.0,359.0,1141.0,0.06060606060606061,0.0,10.878787878787879,3.7781456953642385
Punjab,Tarn Taran,143415,34.0,660.0,99.0,7.0,0.0,1068.0,2493.0,0.20588235294117646,0.0,31.41176470588235,3.7772727272727273
Odisha,Baudh,762030,6.0,206.0,24.0,6.0,0.0,205.0,778.0,1.0,0.0,34.166666666666664,3.7766990291262137
Maharashtra,Akola,444503,5.0,127.0,9.0,3.0,0.0,140.0,479.0,0.6,0.0,28.0,3.7716535433070866
Karnataka,Kalaburagi,585210,10.0,25.0,11.0,3.0,0.0,131.0,94.0,0.3,0.0,13.1,3.76
Tamil Nadu,Dindigul,624707,84.0,261.0,35.0,7.0,0.0,765.0,981.0,0.08333333333333333,0.0,9.107142857142858,3.7586206896551726
Tamil Nadu,Viluppuram,604303,36.0,549.0,93.0,18.0,0.0,578.0,2062.0,0.5,0.0,16.055555555555557,3.75591985428051
Kerala,Thiruvananthapuram,695527,3.0,94.0,8.0,3.0,2.0,138.0,353.0,1.0,0.02127659574468085,46.0,3.75531914893617
Tamil Nadu,Thanjavur,612301,53.0,318.0,64.0,14.0,0.0,662.0,1194.0,0.2641509433962264,0.0,12.49056603773585,3.7547169811320753
Odisha,Khorda,754001,7.0,65.0,21.0,3.0,0.0,248.0,244.0,0.42857142857142855,0.0,35.42857142857143,3.753846153846154
Tamil Nadu,Ramanathapuram,623533,45.0,227.0,47.0,5.0,0.0,485.0,852.0,0.1111111111111111,0.0,10.777777777777779,3.753303964757709
Madhya Pradesh,Sehore,466113,42.0,255.0,56.0,7.0,0.0,1038.0,957.0,0.16666666666666666,0.0,24.714285714285715,3.7529411764705882
Gujarat,Anand,388410,13.0,109.0,27.0,0.0,1.0,297.0,409.0,0.0,0.009174311926605505,22.846153846153847,3.7522935779816513
Maharashtra,Amravati,444605,42.0,542.0,58.0,5.0,2.0,1054.0,2033.0,0.11904761904761904,0.0036900369003690036,25.095238095238095,3.7509225092250924
Chhattisgarh,Durg,491335,1.0,4.0,1.0,0.0,0.0,4.0,15.0,0.0,0.0,4.0,3.75
Maharashtra,Mumbai( Sub Urban ),400060,0.0,4.0,0.0,0.0,0.0,1.0,15.0,0.0,0.0,1.0,3.75
Himachal Pradesh,Hamirpur,177026,19.0,140.0,34.0,0.0,0.0,358.0,525.0,0.0,0.0,18.842105263157894,3.75
Chhattisgarh,Raipur,493888,11.0,87.0,7.0,1.0,0.0,154.0,326.0,0.09090909090909091,0.0,14.0,3.7471264367816093
Tamil Nadu,Pudukkottai,622201,118.0,423.0,119.0,35.0,1.0,1124.0,1584.0,0.2966101694915254,0.002364066193853428,9.525423728813559,3.74468085106383
Telangana,Mahabubnagar,509326,10.0,43.0,6.0,2.0,0.0,83.0,161.0,0.2,0.0,8.3,3.744186046511628
Punjab,Moga,151207,3.0,121.0,12.0,4.0,0.0,270.0,453.0,1.3333333333333333,0.0,90.0,3.743801652892562
Rajasthan,Pali,306912,25.0,340.0,90.0,36.0,2.0,1014.0,1272.0,1.44,0.0058823529411764705,40.56,3.7411764705882353
Gujarat,Ahmadabad,380028,8.0,181.0,15.0,14.0,0.0,29.0,677.0,1.75,0.0,3.625,3.7403314917127073
Karnataka,Tumkur,572105,17.0,115.0,19.0,0.0,0.0,207.0,430.0,0.0,0.0,12.176470588235293,3.739130434782609
Himachal Pradesh,Mandi,175047,41.0,175.0,45.0,1.0,0.0,513.0,654.0,0.024390243902439025,0.0,12.512195121951219,3.737142857142857
Tamil Nadu,Thanjavur,612501,109.0,455.0,58.0,21.0,0.0,930.0,1700.0,0.1926605504587156,0.0,8.53211009174312,3.7362637362637363
Maharashtra,Ratnagiri,415802,9.0,105.0,9.0,1.0,0.0,180.0,392.0,0.1111111111111111,0.0,20.0,3.7333333333333334
Punjab,Faridkot,151209,17.0,386.0,31.0,4.0,2.0,739.0,1441.0,0.23529411764705882,0.0051813471502590676,43.470588235294116,3.733160621761658
Madhya Pradesh,Chhindwara,460663,8.0,67.0,52.0,2.0,0.0,184.0,250.0,0.25,0.0,23.0,3.7313432835820897
Punjab,Sri Muktsar Sahib,151212,11.0,319.0,32.0,0.0,0.0,455.0,1190.0,0.0,0.0,41.36363636363637,3.730407523510972
Maharashtra,Nashik,422208,149.0,2915.0,284.0,60.0,0.0,3871.0,10871.0,0.40268456375838924,0.0,25.97986577181208,3.7293310463121783
Kerala,Thrissur,680569,34.0,362.0,44.0,16.0,5.0,587.0,1350.0,0.47058823529411764,0.013812154696132596,17.264705882352942,3.729281767955801
Tamil Nadu,Tiruchirappalli,621601,108.0,369.0,71.0,6.0,0.0,823.0,1376.0,0.05555555555555555,0.0,7.62037037037037,3.7289972899728996
Tamil Nadu,Madurai,625301,145.0,933.0,126.0,13.0,0.0,1674.0,3478.0,0.0896551724137931,0.0,11.544827586206896,3.727759914255091
Gujarat,Sabarkantha,383320,6.0,55.0,10.0,1.0,0.0,56.0,205.0,0.16666666666666666,0.0,9.333333333333334,3.727272727272727
Tamil Nadu,Madurai,625108,60.0,271.0,40.0,6.0,0.0,668.0,1010.0,0.1,0.0,11.133333333333333,3.726937269372694
Maharashtra,Thane,400603,53.0,676.0,75.0,19.0,0.0,1311.0,2518.0,0.3584905660377358,0.0,24.735849056603772,3.724852071005917
Maharashtra,Jalgaon,424203,36.0,628.0,60.0,3.0,0.0,980.0,2336.0,0.08333333333333333,0.0,27.22222222222222,3.7197452229299364
Meghalaya,East Khasi Hills,793019,13.0,82.0,74.0,171.0,156.0,147.0,305.0,13.153846153846153,1.9024390243902438,11.307692307692308,3.7195121951219514
Haryana,Kaithal,136044,104.0,590.0,136.0,4.0,0.0,1409.0,2194.0,0.038461538461538464,0.0,13.548076923076923,3.7186440677966104
Karnataka,Bangalore,560040,51.0,592.0,61.0,10.0,0.0,715.0,2201.0,0.19607843137254902,0.0,14.019607843137255,3.7179054054054053
Andhra Pradesh,Karimnagar,505187,18.0,176.0,32.0,5.0,0.0,134.0,654.0,0.2777777777777778,0.0,7.444444444444445,3.715909090909091
Haryana,Bhiwani,127042,19.0,213.0,22.0,3.0,0.0,664.0,791.0,0.15789473684210525,0.0,34.94736842105263,3.7136150234741785
Maharashtra,Mumbai,400052,25.0,553.0,58.0,18.0,0.0,645.0,2053.0,0.72,0.0,25.8,3.7124773960216997
Karnataka,Tumkur,572106,59.0,395.0,63.0,3.0,0.0,521.0,1466.0,0.05084745762711865,0.0,8.830508474576272,3.711392405063291
Haryana,Rohtak,124021,84.0,540.0,115.0,3.0,1.0,1012.0,2004.0,0.03571428571428571,0.001851851851851852,12.047619047619047,3.7111111111111112
Andhra Pradesh,Rangareddi,501509,12.0,31.0,2.0,1.0,0.0,47.0,115.0,0.08333333333333333,0.0,3.9166666666666665,3.7096774193548385
Punjab,Moga,142040,6.0,206.0,25.0,5.0,0.0,454.0,764.0,0.8333333333333334,0.0,75.66666666666667,3.70873786407767
Tamil Nadu,Tirunelveli,627107,65.0,192.0,61.0,10.0,0.0,443.0,712.0,0.15384615384615385,0.0,6.815384615384615,3.7083333333333335
Rajasthan,Pali,306602,13.0,202.0,82.0,33.0,2.0,713.0,749.0,2.5384615384615383,0.009900990099009901,54.84615384615385,3.707920792079208
Punjab,Patiala,140412,0.0,75.0,8.0,0.0,0.0,185.0,278.0,0.0,0.0,185.0,3.7066666666666666
Haryana,Sirsa,125101,24.0,319.0,70.0,2.0,0.0,508.0,1182.0,0.08333333333333333,0.0,21.166666666666668,3.7053291536050157
Chhattisgarh,Gariyaband,491558,24.0,193.0,7.0,3.0,0.0,84.0,715.0,0.125,0.0,3.5,3.704663212435233
Odisha,Sundargarh,769012,9.0,145.0,13.0,9.0,0.0,106.0,537.0,1.0,0.0,11.777777777777779,3.703448275862069
Tamil Nadu,Erode,638103,14.0,91.0,7.0,3.0,0.0,149.0,337.0,0.21428571428571427,0.0,10.642857142857142,3.7032967032967035
Gujarat,Panchmahals,389190,19.0,121.0,7.0,1.0,0.0,163.0,448.0,0.05263157894736842,0.0,8.578947368421053,3.7024793388429753
Himachal Pradesh,Mandi,175052,14.0,100.0,21.0,0.0,0.0,358.0,370.0,0.0,0.0,25.571428571428573,3.7
Punjab,Kapurthala,144804,30.0,699.0,75.0,5.0,14.0,949.0,2586.0,0.16666666666666666,0.020028612303290415,31.633333333333333,3.699570815450644
Orissa,Khordha,751003,17.0,268.0,23.0,6.0,0.0,142.0,991.0,0.35294117647058826,0.0,8.352941176470589,3.6977611940298507
Karnataka,Bangalore,560003,20.0,377.0,43.0,2.0,0.0,359.0,1394.0,0.1,0.0,17.95,3.697612732095491
Tamil Nadu,Thoothukkudi,628208,2.0,56.0,7.0,6.0,0.0,124.0,207.0,3.0,0.0,62.0,3.6964285714285716
Himachal Pradesh,Mandi,175006,25.0,170.0,26.0,1.0,1.0,675.0,628.0,0.04,0.0058823529411764705,27.0,3.6941176470588237
Karnataka,Mysore,570018,10.0,107.0,16.0,2.0,0.0,207.0,395.0,0.2,0.0,20.7,3.691588785046729
Karnataka,Mysore,570010,27.0,270.0,69.0,2.0,0.0,436.0,996.0,0.07407407407407407,0.0,16.14814814814815,3.688888888888889
Punjab,Ludhiana,141412,2.0,138.0,12.0,2.0,1.0,331.0,509.0,1.0,0.007246376811594203,165.5,3.6884057971014492
Kerala,Palakkad,678507,38.0,367.0,59.0,10.0,2.0,679.0,1353.0,0.2631578947368421,0.005449591280653951,17.86842105263158,3.6866485013623977
Himachal Pradesh,Hamirpur,177041,14.0,118.0,45.0,1.0,0.0,266.0,435.0,0.07142857142857142,0.0,19.0,3.6864406779661016
Maharashtra,Ahmadnagar,413712,6.0,127.0,25.0,2.0,1.0,348.0,468.0,0.3333333333333333,0.007874015748031496,58.0,3.6850393700787403
Madhya Pradesh,Sehore,466125,48.0,301.0,58.0,5.0,0.0,1046.0,1107.0,0.10416666666666667,0.0,21.791666666666668,3.6777408637873754
Punjab,Amritsar,143413,32.0,394.0,55.0,10.0,0.0,582.0,1449.0,0.3125,0.0,18.1875,3.6776649746192893
Jharkhand,Purbi Singhbhum,831001,4.0,285.0,47.0,7.0,0.0,182.0,1047.0,1.75,0.0,45.5,3.6736842105263157
Maharashtra,Chandrapur,441222,56.0,1657.0,94.0,4.0,0.0,1817.0,6083.0,0.07142857142857142,0.0,32.44642857142857,3.671092335546168
Andhra Pradesh,Hyderabad,500027,60.0,374.0,37.0,4.0,0.0,301.0,1372.0,0.06666666666666667,0.0,5.016666666666667,3.6684491978609626
Haryana,Bhiwani,127027,81.0,418.0,69.0,2.0,1.0,607.0,1533.0,0.024691358024691357,0.0023923444976076554,7.493827160493828,3.6674641148325358
Tamil Nadu,Tirunelveli,627802,12.0,78.0,10.0,5.0,0.0,136.0,286.0,0.4166666666666667,0.0,11.333333333333334,3.6666666666666665
Karnataka,Davanagere,577525,2.0,30.0,6.0,1.0,0.0,18.0,110.0,0.5,0.0,9.0,3.6666666666666665
Odisha,Koraput,764044,1.0,9.0,1.0,0.0,0.0,40.0,33.0,0.0,0.0,40.0,3.6666666666666665
Jammu and Kashmir,Jammu,180013,15.0,257.0,32.0,12.0,0.0,427.0,942.0,0.8,0.0,28.466666666666665,3.6653696498054473
Kerala,Palakkad,678506,53.0,489.0,74.0,14.0,2.0,1136.0,1792.0,0.2641509433962264,0.00408997955010225,21.433962264150942,3.6646216768916156
Maharashtra,Aurangabad,431115,35.0,1043.0,135.0,23.0,0.0,1781.0,3822.0,0.6571428571428571,0.0,50.885714285714286,3.664429530201342
Kerala,Palakkad,678671,11.0,115.0,27.0,2.0,0.0,326.0,421.0,0.18181818181818182,0.0,29.636363636363637,3.6608695652173915
Karnataka,Mysore,570003,3.0,100.0,27.0,1.0,0.0,134.0,366.0,0.3333333333333333,0.0,44.666666666666664,3.66
Telangana,K.v. Rangareddy,501106,222.0,1190.0,86.0,18.0,0.0,1175.0,4352.0,0.08108108108108109,0.0,5.292792792792793,3.657142857142857
Punjab,Rupnagar,140117,60.0,809.0,160.0,16.0,1.0,1905.0,2958.0,0.26666666666666666,0.0012360939431396785,31.75,3.6563658838071693
Maharashtra,Akola,444104,17.0,757.0,73.0,5.0,0.0,938.0,2767.0,0.29411764705882354,0.0,55.1764705882353,3.655217965653897
Tamil Nadu,Pudukkottai,622504,150.0,587.0,102.0,28.0,0.0,1106.0,2145.0,0.18666666666666668,0.0,7.373333333333333,3.6541737649063033
Karnataka,Bangalore,560054,34.0,323.0,41.0,10.0,0.0,355.0,1180.0,0.29411764705882354,0.0,10.441176470588236,3.653250773993808
Madhya Pradesh,Sagar,470115,124.0,792.0,241.0,64.0,10.0,3616.0,2893.0,0.5161290322580645,0.012626262626262626,29.161290322580644,3.6527777777777777
Kerala,Idukki,685604,28.0,190.0,28.0,9.0,1.0,476.0,694.0,0.32142857142857145,0.005263157894736842,17.0,3.6526315789473682
Tamil Nadu,Perambalur,621114,28.0,141.0,29.0,3.0,0.0,266.0,515.0,0.10714285714285714,0.0,9.5,3.652482269503546
Punjab,Hoshiarpur,146107,0.0,23.0,5.0,1.0,1.0,52.0,84.0,1.0,0.043478260869565216,52.0,3.652173913043478
Andhra Pradesh,West Godavari,534311,59.0,204.0,23.0,2.0,0.0,649.0,745.0,0.03389830508474576,0.0,11.0,3.6519607843137254
Karnataka,Chickmagalur,577135,4.0,66.0,8.0,0.0,0.0,92.0,241.0,0.0,0.0,23.0,3.6515151515151514
Orissa,Cuttack,753002,3.0,129.0,10.0,4.0,0.0,80.0,471.0,1.3333333333333333,0.0,26.666666666666668,3.6511627906976742
Andhra Pradesh,Medak,502280,0.0,20.0,3.0,0.0,0.0,6.0,73.0,0.0,0.0,6.0,3.65
Maharashtra,Jalgaon,425102,9.0,140.0,20.0,2.0,0.0,502.0,511.0,0.2222222222222222,0.0,55.77777777777778,3.65
Haryana,Bhiwani,127032,149.0,1068.0,202.0,10.0,0.0,2169.0,3898.0,0.06711409395973154,0.0,14.557046979865772,3.649812734082397
Maharashtra,Gadchiroli,442606,219.0,2783.0,138.0,22.0,0.0,3387.0,10151.0,0.1004566210045662,0.0,15.465753424657533,3.647502694933525
Gujarat,Vadodara,391170,89.0,1014.0,76.0,37.0,0.0,786.0,3697.0,0.4157303370786517,0.0,8.831460674157304,3.645956607495069
Karnataka,Gulbarga,585106,13.0,48.0,12.0,2.0,0.0,94.0,175.0,0.15384615384615385,0.0,7.230769230769231,3.6458333333333335
Punjab,Kapurthala,144628,27.0,441.0,36.0,3.0,1.0,711.0,1607.0,0.1111111111111111,0.0022675736961451248,26.333333333333332,3.6439909297052155
Kerala,Idukki,685565,59.0,366.0,59.0,9.0,0.0,909.0,1333.0,0.15254237288135594,0.0,15.40677966101695,3.6420765027322406
Karnataka,Mysore,570001,15.0,184.0,25.0,6.0,0.0,271.0,670.0,0.4,0.0,18.066666666666666,3.641304347826087
Haryana,Kaithal,136021,153.0,722.0,97.0,1.0,1.0,1526.0,2628.0,0.006535947712418301,0.0013850415512465374,9.973856209150327,3.6398891966759
Punjab,Kapurthala,144606,14.0,161.0,13.0,2.0,0.0,296.0,586.0,0.14285714285714285,0.0,21.142857142857142,3.639751552795031
Kerala,Thiruvananthapuram,695036,18.0,122.0,19.0,8.0,1.0,175.0,444.0,0.4444444444444444,0.00819672131147541,9.722222222222221,3.639344262295082
Punjab,Moga,142037,13.0,413.0,40.0,4.0,2.0,765.0,1503.0,0.3076923076923077,0.004842615012106538,58.84615384615385,3.639225181598063
Himachal Pradesh,Solan,173221,20.0,149.0,45.0,0.0,0.0,460.0,542.0,0.0,0.0,23.0,3.6375838926174495
Punjab,Shaheed Bhagat Singh Nagar,144532,2.0,22.0,5.0,0.0,0.0,65.0,80.0,0.0,0.0,32.5,3.6363636363636362
Karnataka,Bangalore,560034,17.0,173.0,11.0,7.0,0.0,183.0,629.0,0.4117647058823529,0.0,10.764705882352942,3.6358381502890174
Kerala,Palakkad,678546,6.0,119.0,13.0,4.0,2.0,219.0,432.0,0.6666666666666666,0.01680672268907563,36.5,3.630252100840336
Tamil Nadu,Ariyalur,621802,98.0,485.0,92.0,18.0,3.0,1662.0,1760.0,0.1836734693877551,0.006185567010309278,16.959183673469386,3.6288659793814433
Gujarat,Kheda,388250,78.0,1012.0,314.0,37.0,17.0,2530.0,3670.0,0.47435897435897434,0.016798418972332016,32.43589743589744,3.6264822134387353
Madhya Pradesh,West Nimar,451225,2.0,8.0,3.0,2.0,0.0,3.0,29.0,1.0,0.0,1.5,3.625
Gujarat,Surat,394320,12.0,149.0,17.0,4.0,4.0,308.0,540.0,0.3333333333333333,0.026845637583892617,25.666666666666668,3.6241610738255035
Maharashtra,Jalgaon,425503,78.0,1118.0,164.0,48.0,0.0,2839.0,4050.0,0.6153846153846154,0.0,36.3974358974359,3.6225402504472273
Gujarat,Panchmahals,389220,44.0,667.0,67.0,20.0,1.0,660.0,2416.0,0.45454545454545453,0.0014992503748125937,15.0,3.6221889055472265
Punjab,Gurdaspur,143513,31.0,599.0,113.0,12.0,1.0,991.0,2169.0,0.3870967741935484,0.001669449081803005,31.967741935483872,3.621035058430718
Punjab,Barnala,148100,29.0,522.0,49.0,2.0,0.0,1112.0,1889.0,0.06896551724137931,0.0,38.3448275862069,3.6187739463601534
Gujarat,Ahmadabad,380001,32.0,914.0,706.0,398.0,24.0,211.0,3305.0,12.4375,0.0262582056892779,6.59375,3.6159737417943107
Tripura,North Tripura,799280,9.0,304.0,25.0,7.0,1.0,264.0,1099.0,0.7777777777777778,0.003289473684210526,29.333333333333332,3.6151315789473686
Maharashtra,Dhule,424304,311.0,5240.0,892.0,648.0,160.0,6479.0,18943.0,2.0836012861736335,0.030534351145038167,20.832797427652732,3.6150763358778626
Maharashtra,Buldhana,444201,21.0,628.0,64.0,10.0,1.0,1143.0,2270.0,0.47619047619047616,0.0015923566878980893,54.42857142857143,3.6146496815286624
Maharashtra,Nagpur,441301,15.0,884.0,39.0,3.0,0.0,810.0,3193.0,0.2,0.0,54.0,3.6119909502262444
Madhya Pradesh,Sehore,466331,818.0,2974.0,1298.0,577.0,20.0,7162.0,10732.0,0.7053789731051344,0.006724949562878279,8.755501222493887,3.6086079354404843
Telangana,Nizamabad,503102,10.0,51.0,10.0,2.0,0.0,176.0,184.0,0.2,0.0,17.6,3.607843137254902
